job_id,job_title,company_name,location,description_text,qualifications,experience_years,salary_formatted,job_type,industry,apply_link
213,Senior Robotics Engineer,Ministry of Health,Riyadh,Design and develop robotic systems for industrial and smart city applications.,"Deep Learning, SLAM, C++, Computer Vision",3-5,18000-28000 SAR,Contract,Smart City,https://careers.moh.gov.sa/job/213
214,Frontend Developer,Tahaluf,Makkah,Develop and maintain customer-facing web applications. Collaborate closely with UX designers and backend teams.,"React, TypeScript, Redux, CSS, Git, Webpack",1-3,10000-15000 SAR,Contract,Events Tech,https://careers.tahaluf.ae/job/214
215,Senior Software Engineer,Salla,Khobar,Architect and build scalable services handling high traffic loads. Drive technical decisions across the team.,"CI/CD, System Design, Redis, PostgreSQL, AWS",5-8,22000-32000 SAR,Contract,E-commerce,https://careers.salla.com/job/215
216,Senior Full Stack Developer,Tamara,Abha,Own features across the full technology stack from UI to database. Work in a startup environment with high ownership.,"AWS, Node.js, React, PostgreSQL",3-5,14000-22000 SAR,Full-time,Fintech,https://careers.tamara.co/job/216
217,IT Project Manager,Takamol Holding,Riyadh,"Drive digital transformation programs for government and enterprise clients. Ensure on-time, on-budget delivery.","Risk Management, Agile, Scrum, PRINCE2, Stakeholder Management, PMP, MS Project",7-12,26000-38000 SAR,Full-time,HR Tech,https://careers.takamol.com.sa/job/217
218,Mobile Developer — Android,Tabby,Riyadh,Build and maintain Android mobile applications for millions of Saudi users. Optimize performance and user experience.,"Git, Firebase, Android SDK, REST APIs, MVVM, Jetpack Compose, Kotlin",3-5,14000-22000 SAR,Remote,Fintech,https://careers.tabby.ai/job/218
219,Digital Marketing Specialist,SAP Saudi Arabia,Jeddah,Plan and execute digital marketing campaigns. Analyze performance and optimize ROI across paid and organic channels.,"Analytics, HubSpot, Content Marketing, SQL, SEO",1-3,8000-12000 SAR,Full-time,ERP,https://careers.sap.com/sa/job/219
220,Senior Data Engineer,Alinma Bank,Dammam,Design and maintain scalable data pipelines and ETL workflows. Ensure data quality and availability across the organization.,"Airflow, Delta Lake, Snowflake, Apache Spark, AWS, Python",3-5,16000-24000 SAR,Full-time,Banking,https://careers.alinma.com/job/220
221,Senior Blockchain Developer,Zain KSA,Riyadh,Build decentralized applications and integrate blockchain protocols with existing enterprise systems.,"Ethereum, Solidity, Hyperledger, Python, Smart Contracts, Web3.js, REST APIs",3-5,18000-26000 SAR,Full-time,Fintech,https://careers.sa.zain.com/job/221
222,Mobile Developer — iOS,Mozn,Tabuk,Build new iOS features aligned with product roadmap. Collaborate with backend teams on API design.,"UIKit, TestFlight, Swift, SwiftUI",2-4,12000-18000 SAR,Full-time,AI/Fintech,https://careers.mozn.sa/job/222
223,Network Engineer,Ernst & Young KSA,Riyadh,Troubleshoot complex network issues and optimize performance across multi-site environments.,"MPLS, Switching, BGP, Cisco, Firewall, Routing",2-5,12000-18000 SAR,Full-time,Consulting,https://careers.ey.com/sa/job/223
224,Principal SAP Consultant,Jabal Omar,Dammam,Design SAP solutions aligned with business processes. Provide Level 2/3 support for SAP environments.,"SAP SD, SAP ERP, SAP S/4HANA, SAP FICO, Business Process, SQL, ABAP",5-9,20000-30000 SAR,Full-time,ERP,https://careers.jabalomar.com.sa/job/224
225,Cybersecurity Analyst,Ernst & Young KSA,Jeddah,Perform vulnerability assessments and security audits. Develop and maintain security policies and procedures.,"SOC, Python, Network Security, OSINT, Penetration Testing",3-5,14000-22000 SAR,Full-time,Consulting,https://careers.ey.com/sa/job/225
226,Blockchain Developer,Noon,Riyadh,Build decentralized applications and integrate blockchain protocols with existing enterprise systems.,"Smart Contracts, Solidity, Web3.js, REST APIs, Python, Hyperledger, Ethereum",3-5,18000-26000 SAR,Full-time,Fintech,https://careers.noon.com/job/226
227,Senior IT Auditor,King Fahd University,Khobar,Evaluate cybersecurity and IT governance practices. Produce audit reports and recommendations for management.,"ISO 27001, Compliance, ITIL, COBIT",5-8,18000-26000 SAR,Full-time,Consulting,https://careers.kfupm.edu.sa/job/227
228,Senior IT Auditor,Jarir Bookstore,Riyadh,Evaluate cybersecurity and IT governance practices. Produce audit reports and recommendations for management.,"ITIL, ISO 27001, Risk Assessment, SQL, COBIT",5-8,18000-26000 SAR,Remote,Consulting,https://careers.jarir.com/job/228
229,Senior Backend Developer,Lean Technologies,Riyadh,Design database schemas and optimize query performance. Implement secure authentication and authorization systems.,"Redis, Docker, GraphQL, PostgreSQL, AWS, Node.js, Python",3-5,14000-22000 SAR,Full-time,Fintech,https://careers.leantech.me/job/229
230,Junior Data Analyst,PwC Saudi Arabia,Riyadh,Analyze business data to generate actionable insights. Build dashboards and automated reports for stakeholders.,"Google Analytics, Power BI, SQL, Python",3-5,13000-19000 SAR,Full-time,Consulting,https://careers.pwc.com/sa/job/230
231,Senior Security Operations Center (SOC) Analyst,Elm,Dammam,Analyze threat intelligence and respond to security incidents. Develop detection rules and runbooks.,"OSINT, Incident Response, Splunk, Network Security, Threat Intelligence",2-4,12000-18000 SAR,Full-time,GovTech,https://careers.elm.sa/job/231
232,Senior Cloud Engineer,Ernst & Young KSA,Khobar,Build and manage cloud infrastructure on AWS and Azure. Implement infrastructure as code and cloud security controls.,"Python, Networking, Linux, AWS, IAM",2-4,14000-20000 SAR,Full-time,Consulting,https://careers.ey.com/sa/job/232
233,AI Engineer,Accenture Saudi Arabia,Riyadh,Develop AI-powered features and integrate ML models into products. Maintain and improve AI infrastructure.,"Docker, MLOps, NLP, FastAPI, CUDA, Computer Vision, Python",3-5,18000-28000 SAR,Contract,Consulting,https://careers.accenture.com/sa/job/233
234,Senior Cloud Architect,KACST,Madinah,Design multi-cloud architectures for enterprise and government clients. Define cloud strategy and migration roadmaps.,"Azure, Cost Optimization, GCP, AWS, Networking, Terraform",6-10,25000-38000 SAR,Full-time,Research,https://careers.kacst.edu.sa/job/234
235,Systems Administrator,Alinma Bank,Riyadh,"Administer on-premise and cloud systems. Handle patching, backup, and disaster recovery procedures.","VMware, ITIL, Backup Solutions, Windows Server, Active Directory",3-5,11000-17000 SAR,Full-time,Banking,https://careers.alinma.com/job/235
236,Principal Cloud Architect,Accenture Saudi Arabia,Jubail,Lead cloud transformation programs. Establish cloud governance frameworks and security best practices.,"Cost Optimization, Azure, Networking, Terraform",6-10,25000-38000 SAR,Full-time,Consulting,https://careers.accenture.com/sa/job/236
237,SAP Consultant,Google Saudi Arabia,Khobar,Design SAP solutions aligned with business processes. Provide Level 2/3 support for SAP environments.,"SAP ERP, SAP S/4HANA, Business Process, SAP FICO, ABAP",5-9,20000-30000 SAR,Full-time,ERP,https://careers.google.com/sa/job/237
238,Senior UX Designer,Zain KSA,Jubail,"Design user-centered experiences for digital products. Conduct research, build prototypes, and validate designs with users.","Prototyping, Usability Testing, Information Architecture, Figma",3-5,13000-20000 SAR,Full-time,Telecom,https://careers.sa.zain.com/job/238
239,Senior Cybersecurity Analyst,Deloitte Saudi Arabia,Riyadh,Monitor security events and conduct threat analysis across IT infrastructure. Respond to incidents and implement security controls.,"OSINT, SIEM, Penetration Testing, Python, Network Security, SOC",5-8,20000-30000 SAR,Remote,Consulting,https://careers.deloitte.com/sa/job/239
240,Senior Mobile Developer — Android,Salla,Jubail,Develop new features and improve existing Android application. Work closely with product and design teams.,"MVVM, Android SDK, Git, Firebase, Kotlin",3-5,14000-22000 SAR,Full-time,E-commerce,https://careers.salla.com/job/240
241,Senior Technical Support Engineer,Zain KSA,Riyadh,Diagnose and troubleshoot technical problems. Document solutions and improve support knowledge base.,"Troubleshooting, Customer Support, Linux, Windows, Ticketing Systems, SQL",2-4,10000-15000 SAR,Contract,Telecom,https://careers.sa.zain.com/job/241
242,Senior Full Stack Developer,Tamara,Makkah,Develop SaaS platform features end-to-end. Balance speed of delivery with code quality and maintainability.,"AWS, Docker, Node.js, TypeScript, PostgreSQL",2-4,12000-19000 SAR,Full-time,Fintech,https://careers.tamara.co/job/242
243,Junior Data Analyst,Ma'aden,Jeddah,"Monitor KPIs, identify trends, and present findings to leadership. Support data-driven decision making.","Statistics, Power BI, Excel, Tableau, Python, SQL",2-4,11000-17000 SAR,Contract,Mining,https://careers.maaden.com.sa/job/243
244,Junior Data Engineer,Lean Technologies,Dammam,Develop streaming and batch data pipelines processing millions of events daily.,"Kafka, Airflow, Snowflake, Python, Delta Lake, SQL, dbt",2-4,14000-20000 SAR,Full-time,Fintech,https://careers.leantech.me/job/244
245,IT Auditor,Riyad Bank,Tabuk,"Conduct IT audits to assess controls, compliance, and risk across technology infrastructure and systems.","ISO 27001, SQL, Risk Assessment, Compliance",5-8,18000-26000 SAR,Contract,Consulting,https://careers.riyadbank.com/job/245
246,Senior Digital Marketing Specialist,KPMG Saudi Arabia,Riyadh,Plan and execute digital marketing campaigns. Analyze performance and optimize ROI across paid and organic channels.,"SQL, Meta Ads, Google Ads, HubSpot, SEO",2-4,9000-14000 SAR,Full-time,Consulting,https://careers.kpmg.com/sa/job/246
247,AI Engineer,KAUST,Dhahran,Develop AI-powered features and integrate ML models into products. Maintain and improve AI infrastructure.,"NLP, CUDA, Docker, Python, MLOps, FastAPI",3-5,18000-28000 SAR,Full-time,Education,https://careers.kaust.edu.sa/job/247
248,Cybersecurity Engineer,Tahaluf,Riyadh,Build automated security tooling and integrate security into CI/CD pipelines. Lead security incident response.,"Cloud Security, Endpoint Security, SIEM, Python",3-5,16000-24000 SAR,Full-time,Events Tech,https://careers.tahaluf.ae/job/248
249,Senior Frontend Developer,Al Rajhi Bank,Riyadh,Build responsive and performant web UIs. Implement pixel-perfect designs and ensure cross-browser compatibility.,"CSS, Webpack, React, Git, Redux, Next.js, Jest",2-4,12000-18000 SAR,Full-time,Banking,https://careers.alrajhibank.com.sa/job/249
250,Lead Cybersecurity Analyst,Ma'aden,Khobar,Perform vulnerability assessments and security audits. Develop and maintain security policies and procedures.,"SIEM, OSINT, Network Security, SOC, Python",5-8,20000-30000 SAR,Full-time,Mining,https://careers.maaden.com.sa/job/250
251,Solution Architect,Accenture Saudi Arabia,Makkah,Design end-to-end technology solutions for enterprise clients. Define architecture standards and integration patterns.,"Microservices, Integration, API Design, Azure, TOGAF",8-12,28000-42000 SAR,Contract,Consulting,https://careers.accenture.com/sa/job/251
252,Business Analyst,Salla,Abha,"Bridge business and technology teams. Document requirements, analyze data, and drive process improvements.","Tableau, SQL, Power BI, Process Mapping, Stakeholder Management, Requirements Analysis",2-4,10000-16000 SAR,Full-time,E-commerce,https://careers.salla.com/job/252
253,Senior Data Analyst,Tahaluf,Riyadh,Transform raw data into clear visualizations and recommendations. Collaborate with operations and finance teams.,"Excel, Tableau, Google Analytics, Power BI, Statistics",2-4,11000-17000 SAR,Contract,Events Tech,https://careers.tahaluf.ae/job/253
254,Senior Data Analyst,stc,Riyadh,Analyze business data to generate actionable insights. Build dashboards and automated reports for stakeholders.,"SQL, Excel, Tableau, Power BI",2-4,11000-17000 SAR,Full-time,Telecom,https://careers.stc.com.sa/job/254
255,Senior Systems Administrator,Deloitte Saudi Arabia,Jeddah,"Administer on-premise and cloud systems. Handle patching, backup, and disaster recovery procedures.","Active Directory, Linux, Backup Solutions, Windows Server",2-4,9000-14000 SAR,Full-time,Consulting,https://careers.deloitte.com/sa/job/255
256,Senior Quality Assurance Engineer,Amazon Saudi Arabia,Jeddah,Build and maintain test automation frameworks. Integrate testing into CI/CD pipelines.,"Selenium, Python, Performance Testing, Postman, Test Planning",2-4,10000-16000 SAR,Full-time,E-commerce,https://careers.amazon.sa/job/256
257,Senior Business Analyst,KAUST,Dhahran,Analyze business processes and translate requirements into technical solutions. Deliver insights for Vision 2030 projects.,"Tableau, SQL, Power BI, Process Mapping, Stakeholder Management",2-4,10000-16000 SAR,Contract,Education,https://careers.kaust.edu.sa/job/257
258,Senior Mobile Developer — iOS,Zain KSA,Riyadh,"Develop and maintain iOS applications with millions of active users. Focus on performance, stability, and user experience.","Core Data, Git, SwiftUI, UIKit",3-5,14000-22000 SAR,Full-time,Telecom,https://careers.sa.zain.com/job/258
259,IT Auditor,Ma'aden,Riyadh,Evaluate cybersecurity and IT governance practices. Produce audit reports and recommendations for management.,"Risk Assessment, Audit Frameworks, COBIT, ITIL",5-8,18000-26000 SAR,Contract,Consulting,https://careers.maaden.com.sa/job/259
260,IT Auditor,KACST,Makkah,"Conduct IT audits to assess controls, compliance, and risk across technology infrastructure and systems.","COBIT, ISO 27001, Risk Assessment, ITIL",3-5,13000-20000 SAR,Full-time,Consulting,https://careers.kacst.edu.sa/job/260
261,Senior Data Scientist,STV,Khobar,Develop predictive models and statistical analyses. Collaborate with business stakeholders on data-driven decisions.,"Scikit-learn, Pandas, TensorFlow, PyTorch, Python",1-3,12000-18000 SAR,Full-time,Media,https://careers.stv.tv/job/261
262,Machine Learning Engineer,Elm,Riyadh,Design and implement ML platforms and tooling. Optimize model performance and maintain production systems.,"Feature Engineering, Spark, MLflow, Docker",3-5,18000-26000 SAR,Full-time,GovTech,https://careers.elm.sa/job/262
263,Lead Software Engineer,SAP Saudi Arabia,Riyadh,Build and maintain core platform services. Collaborate with cross-functional teams on architecture and implementation.,"Microservices, Git, Docker, REST APIs, Java",5-8,20000-30000 SAR,Full-time,ERP,https://careers.sap.com/sa/job/263
264,Senior Mobile Developer — Android,Mobily,Riyadh,Build and maintain Android mobile applications for millions of Saudi users. Optimize performance and user experience.,"MVVM, Jetpack Compose, Kotlin, Git, Firebase",3-5,14000-22000 SAR,Full-time,Telecom,https://careers.mobily.com.sa/job/264
265,Senior Business Analyst,Al Rajhi Bank,Riyadh,"Bridge business and technology teams. Document requirements, analyze data, and drive process improvements.","SQL, Power BI, Excel, Requirements Analysis, Process Mapping, Stakeholder Management, Tableau",2-4,10000-16000 SAR,Full-time,Banking,https://careers.alrajhibank.com.sa/job/265
266,Data Engineer,Dar Al Arkan,Riyadh,Develop streaming and batch data pipelines processing millions of events daily.,"Python, Apache Spark, Kafka, dbt, Delta Lake, AWS, Airflow",2-4,14000-20000 SAR,Full-time,Real Estate,https://careers.daralarkan.com/job/266
267,IT Project Manager,Tamara,Dammam,"Drive digital transformation programs for government and enterprise clients. Ensure on-time, on-budget delivery.","Agile, PMP, PRINCE2, MS Project, Scrum, Stakeholder Management",5-8,20000-30000 SAR,Full-time,Fintech,https://careers.tamara.co/job/267
268,Embedded Systems Engineer,Accenture Saudi Arabia,Riyadh,Develop firmware and embedded software for industrial IoT and sensor systems.,"IoT, Embedded Linux, RTOS, C, Firmware Development, ARM, C++",5-8,18000-28000 SAR,Full-time,Energy,https://careers.accenture.com/sa/job/268
269,Data Scientist,Salla,Dammam,Build and deploy ML models to solve business problems. Work with large datasets to extract actionable insights.,"Pandas, SQL, Statistics, Python, TensorFlow",1-3,12000-18000 SAR,Remote,E-commerce,https://careers.salla.com/job/269
270,Senior Software Engineer,Amazon Saudi Arabia,Abha,Lead design and implementation of complex distributed systems. Mentor junior engineers and define engineering standards.,"Java, Kotlin, CI/CD, Python, Redis, Docker, AWS",5-8,22000-32000 SAR,Full-time,E-commerce,https://careers.amazon.sa/job/270
271,Data Engineer,Dar Al Arkan,Jeddah,Design and maintain scalable data pipelines and ETL workflows. Ensure data quality and availability across the organization.,"Snowflake, SQL, Apache Spark, Delta Lake, Airflow",2-4,14000-20000 SAR,Full-time,Real Estate,https://careers.daralarkan.com/job/271
272,Site Reliability Engineer,Jabal Omar,Makkah,Drive SRE culture and practices. Define SLOs and automate incident response workflows.,"Terraform, Incident Response, Python, Kubernetes",5-8,22000-32000 SAR,Full-time,Real Estate,https://careers.jabalomar.com.sa/job/272
273,Product Manager,Ernst & Young KSA,Riyadh,Own the product roadmap and strategy for a key business area. Work cross-functionally to ship impactful features.,"OKRs, User Research, Figma, Stakeholder Management, Product Strategy, Jira",6-10,28000-40000 SAR,Full-time,Consulting,https://careers.ey.com/sa/job/273
274,Cloud Engineer,King Fahd University,Abha,Build and manage cloud infrastructure on AWS and Azure. Implement infrastructure as code and cloud security controls.,"Linux, Kubernetes, Python, Networking, Docker, IAM, Terraform",2-4,14000-20000 SAR,Full-time,Education,https://careers.kfupm.edu.sa/job/274
275,Senior Quality Assurance Engineer,Alinma Bank,Riyadh,Design and execute automated and manual test plans. Ensure software quality across web and mobile platforms.,"Test Planning, Cypress, JIRA, Python, Performance Testing, Selenium, API Testing",2-4,10000-16000 SAR,Full-time,Banking,https://careers.alinma.com/job/275
276,Junior Machine Learning Engineer,Lucidya,Makkah,Design and implement ML platforms and tooling. Optimize model performance and maintain production systems.,"MLflow, PyTorch, FastAPI, Feature Engineering, Docker",4-6,20000-30000 SAR,Full-time,AI/Analytics,https://careers.lucidya.com/job/276
277,Senior NLP Engineer,Jabal Omar,Jubail,Develop and fine-tune large language models for Arabic content. Deploy NLP services at production scale.,"Transformers, HuggingFace, Python, FastAPI, PyTorch, BERT",3-5,17000-25000 SAR,Full-time,AI/Analytics,https://careers.jabalomar.com.sa/job/277
278,Senior Scrum Master,Saudi Aramco,Dhahran,Facilitate Agile ceremonies and remove impediments for engineering teams. Drive continuous improvement culture.,"Jira, Kanban, SAFe, Scrum, Coaching, Confluence",2-4,12000-18000 SAR,Remote,Energy,https://careers.aramco.com/job/278
279,Senior Backend Developer,Tahaluf,Jeddah,Design database schemas and optimize query performance. Implement secure authentication and authorization systems.,"AWS, PostgreSQL, REST APIs, Python",3-5,14000-22000 SAR,Full-time,Events Tech,https://careers.tahaluf.ae/job/279
280,Lead Solution Architect,Ma'aden,Dammam,Lead technical pre-sales and solution design for complex transformation programs.,"API Design, Microservices, AWS, TOGAF, Integration",6-10,24000-36000 SAR,Full-time,Mining,https://careers.maaden.com.sa/job/280
281,Cloud Architect,Lean Technologies,Riyadh,Design multi-cloud architectures for enterprise and government clients. Define cloud strategy and migration roadmaps.,"Security, Networking, Architecture Design, Azure, AWS",8-12,30000-45000 SAR,Full-time,Fintech,https://careers.leantech.me/job/281
282,Data Analyst,Mozn,Riyadh,Analyze business data to generate actionable insights. Build dashboards and automated reports for stakeholders.,"Google Analytics, Statistics, Power BI, Excel",2-4,11000-17000 SAR,Full-time,AI/Fintech,https://careers.mozn.sa/job/282
283,Senior Data Analyst,Oracle Saudi Arabia,Riyadh,"Monitor KPIs, identify trends, and present findings to leadership. Support data-driven decision making.","SQL, Excel, Statistics, Tableau",1-3,9000-14000 SAR,Contract,IT Services,https://careers.oracle.com/sa/job/283
284,SAP Consultant,Microsoft Saudi Arabia,Riyadh,Implement and configure SAP ERP modules for government and enterprise clients. Conduct gap analysis and support go-live.,"Business Process, SAP S/4HANA, SAP FICO, SQL, ABAP, SAP ERP, SAP SD",5-9,20000-30000 SAR,Full-time,ERP,https://careers.microsoft.com/sa/job/284
285,Senior Frontend Developer,Noon,Riyadh,Build responsive and performant web UIs. Implement pixel-perfect designs and ensure cross-browser compatibility.,"Webpack, TypeScript, CSS, Git",2-4,12000-18000 SAR,Contract,E-commerce,https://careers.noon.com/job/285
286,Senior Senior Software Engineer,Deloitte Saudi Arabia,Dhahran,Lead design and implementation of complex distributed systems. Mentor junior engineers and define engineering standards.,"Java, PostgreSQL, System Design, CI/CD",6-10,26000-38000 SAR,Full-time,Consulting,https://careers.deloitte.com/sa/job/286
287,Technical Support Engineer,Hunger Station,Madinah,Provide Level 2/3 technical support for enterprise software and infrastructure. Resolve complex customer issues.,"Ticketing Systems, Customer Support, SQL, Troubleshooting",1-3,8000-13000 SAR,Full-time,Food Delivery,https://careers.hungerstation.com/job/287
288,Principal Solution Architect,Careem,Riyadh,Design end-to-end technology solutions for enterprise clients. Define architecture standards and integration patterns.,"Enterprise Architecture, AWS, API Design, Azure",8-12,28000-42000 SAR,Full-time,Transportation,https://careers.careem.com/job/288
289,Backend Developer,PwC Saudi Arabia,Tabuk,Design database schemas and optimize query performance. Implement secure authentication and authorization systems.,"REST APIs, Python, PostgreSQL, Redis",3-5,14000-22000 SAR,Full-time,Consulting,https://careers.pwc.com/sa/job/289
290,Mobile Developer — iOS,Ernst & Young KSA,Riyadh,Build new iOS features aligned with product roadmap. Collaborate with backend teams on API design.,"UIKit, Git, Core Data, Swift",2-4,12000-18000 SAR,Full-time,Consulting,https://careers.ey.com/sa/job/290
291,Technical Support Engineer,Google Saudi Arabia,Jubail,Provide Level 2/3 technical support for enterprise software and infrastructure. Resolve complex customer issues.,"Troubleshooting, Customer Support, Ticketing Systems, SQL, Networking, Linux, Windows",1-3,8000-13000 SAR,Full-time,Tech,https://careers.google.com/sa/job/291
292,Senior Data Scientist,SDAIA,Abha,Research and implement state-of-the-art ML algorithms. Build end-to-end model pipelines from data collection to deployment.,"Machine Learning, Scikit-learn, SQL, PyTorch, Statistics",4-6,18000-26000 SAR,Contract,AI/Government,https://careers.sdaia.gov.sa/job/292
293,Full Stack Developer,STC Solutions,Riyadh,Own features across the full technology stack from UI to database. Work in a startup environment with high ownership.,"TypeScript, PostgreSQL, REST APIs, React, Git",3-5,14000-22000 SAR,Full-time,IT Services,https://careers.stcsolutions.com.sa/job/293
294,Senior Quality Assurance Engineer,Saudi Payments,Riyadh,Build and maintain test automation frameworks. Integrate testing into CI/CD pipelines.,"Cypress, Python, Performance Testing, JIRA",3-5,13000-19000 SAR,Contract,Fintech,https://careers.saudipayments.com/job/294
295,Frontend Developer,Al Rajhi Bank,Jeddah,Develop and maintain customer-facing web applications. Collaborate closely with UX designers and backend teams.,"Git, Next.js, Redux, HTML, Webpack, Jest, React",2-4,12000-18000 SAR,Full-time,Banking,https://careers.alrajhibank.com.sa/job/295
296,IT Project Manager,STC Solutions,Riyadh,"Lead IT delivery projects from initiation to closure. Manage scope, budget, timeline, and stakeholder expectations.","Stakeholder Management, Risk Management, Scrum, MS Project",5-8,20000-30000 SAR,Contract,IT Services,https://careers.stcsolutions.com.sa/job/296
297,Senior Business Analyst,PwC Saudi Arabia,Riyadh,Analyze business processes and translate requirements into technical solutions. Deliver insights for Vision 2030 projects.,"Power BI, Excel, Process Mapping, Tableau, Requirements Analysis",3-5,13000-19000 SAR,Full-time,Consulting,https://careers.pwc.com/sa/job/297
298,Data Engineer,Foodics,Riyadh,Develop streaming and batch data pipelines processing millions of events daily.,"Delta Lake, dbt, Airflow, Apache Spark, AWS, Python, Snowflake",3-5,16000-24000 SAR,Full-time,SaaS,https://careers.foodics.com/job/298
299,Senior Full Stack Developer,Takamol Holding,Jubail,Own features across the full technology stack from UI to database. Work in a startup environment with high ownership.,"Docker, AWS, React, Node.js, REST APIs",2-4,12000-19000 SAR,Remote,HR Tech,https://careers.takamol.com.sa/job/299
300,Senior Cloud Engineer,Saudi Payments,Riyadh,Migrate on-premise workloads to cloud platforms. Design and maintain cloud-native architectures.,"AWS, Terraform, Docker, Kubernetes",3-5,16000-24000 SAR,Full-time,Fintech,https://careers.saudipayments.com/job/300
301,Scrum Master,Dar Al Arkan,Dammam,Coach teams on Scrum practices and Agile principles. Coordinate dependencies across teams.,"Coaching, Scrum, Confluence, Kanban",2-4,12000-18000 SAR,Full-time,Real Estate,https://careers.daralarkan.com/job/301
302,Junior Cybersecurity Analyst,Jarir Bookstore,Makkah,Perform vulnerability assessments and security audits. Develop and maintain security policies and procedures.,"OSINT, SOC, SIEM, Penetration Testing",3-5,14000-22000 SAR,Full-time,Retail,https://careers.jarir.com/job/302
303,Software Engineer,Jarir Bookstore,Riyadh,Develop backend systems supporting millions of users. Own features end-to-end from design to deployment.,"AWS, CI/CD, Microservices, SQL, REST APIs, Git",3-5,15000-22000 SAR,Full-time,Retail,https://careers.jarir.com/job/303
304,Senior Security Operations Center (SOC) Analyst,SABIC,Riyadh,Monitor security alerts and investigate incidents in a 24/7 SOC environment. Triaging and escalating threats.,"Network Security, Python, OSINT, Threat Intelligence, Splunk, SIEM",1-3,10000-15000 SAR,Full-time,Petrochemicals,https://careers.sabic.com/job/304
305,Senior Product Manager,Ma'aden,Riyadh,Define product vision and prioritize backlog based on data and user insights. Drive execution with engineering and design teams.,"User Research, Agile, Figma, Stakeholder Management, Product Strategy, SQL",5-8,22000-32000 SAR,Full-time,Mining,https://careers.maaden.com.sa/job/305
306,Senior Full Stack Developer,Lean Technologies,Riyadh,Develop SaaS platform features end-to-end. Balance speed of delivery with code quality and maintainability.,"AWS, Docker, Git, React, Node.js, REST APIs",3-5,14000-22000 SAR,Full-time,Fintech,https://careers.leantech.me/job/306
307,Technical Support Engineer,Ma'aden,Dammam,Provide Level 2/3 technical support for enterprise software and infrastructure. Resolve complex customer issues.,"Networking, Linux, Ticketing Systems, Windows, Troubleshooting",2-4,10000-15000 SAR,Contract,Mining,https://careers.maaden.com.sa/job/307
308,Senior Cloud Architect,KACST,Jeddah,Lead cloud transformation programs. Establish cloud governance frameworks and security best practices.,"Architecture Design, Terraform, GCP, Security, Cost Optimization",6-10,25000-38000 SAR,Full-time,Research,https://careers.kacst.edu.sa/job/308
309,Backend Developer,Ministry of Health,Riyadh,"Build and maintain backend APIs and services. Ensure scalability, reliability, and performance of server-side systems.","Redis, Docker, Node.js, GraphQL, PostgreSQL, Python, AWS",5-8,18000-28000 SAR,Full-time,Healthcare,https://careers.moh.gov.sa/job/309
310,Senior Cloud Engineer,IBM Saudi Arabia,Riyadh,Build and manage cloud infrastructure on AWS and Azure. Implement infrastructure as code and cloud security controls.,"Docker, Networking, AWS, Kubernetes, IAM, Python",3-5,16000-24000 SAR,Full-time,IT Services,https://careers.ibm.com/sa/job/310
311,Senior Machine Learning Engineer,Saudi Aramco,Dhahran,Build production-grade ML systems and inference pipelines. Bridge research and engineering to deploy models at scale.,"Feature Engineering, Spark, Python, PyTorch, Kubeflow",3-5,18000-26000 SAR,Full-time,Energy,https://careers.aramco.com/job/311
312,Scrum Master,Microsoft Saudi Arabia,Riyadh,Coach teams on Scrum practices and Agile principles. Coordinate dependencies across teams.,"Facilitation, Kanban, Coaching, Agile",2-4,12000-18000 SAR,Full-time,IT Services,https://careers.microsoft.com/sa/job/312
313,Mobile Developer — Android,Jarir Bookstore,Dammam,Build and maintain Android mobile applications for millions of Saudi users. Optimize performance and user experience.,"REST APIs, MVVM, Git, Jetpack Compose",3-5,14000-22000 SAR,Contract,Retail,https://careers.jarir.com/job/313
314,Junior Business Analyst,Bayanat Analytics,Riyadh,"Bridge business and technology teams. Document requirements, analyze data, and drive process improvements.","Excel, Process Mapping, Requirements Analysis, Power BI, SQL",3-5,13000-19000 SAR,Remote,AI/Analytics,https://careers.bayanat.sa/job/314
315,IT Project Manager,stc,Riyadh,"Lead IT delivery projects from initiation to closure. Manage scope, budget, timeline, and stakeholder expectations.","Stakeholder Management, PMP, MS Project, Agile, PRINCE2",7-12,26000-38000 SAR,Full-time,Telecom,https://careers.stc.com.sa/job/315
316,Data Scientist,Microsoft Saudi Arabia,Madinah,Research and implement state-of-the-art ML algorithms. Build end-to-end model pipelines from data collection to deployment.,"Python, Pandas, PyTorch, Scikit-learn",4-6,18000-26000 SAR,Full-time,IT Services,https://careers.microsoft.com/sa/job/316
317,Senior Digital Marketing Specialist,Microsoft Saudi Arabia,Riyadh,Grow online presence and drive customer acquisition through data-driven marketing strategies.,"Google Ads, SQL, SEO, Meta Ads, HubSpot",2-4,9000-14000 SAR,Full-time,IT Services,https://careers.microsoft.com/sa/job/317
318,Product Manager,SABIC,Dhahran,Own the product roadmap and strategy for a key business area. Work cross-functionally to ship impactful features.,"Figma, Product Strategy, Stakeholder Management, User Research",5-8,22000-32000 SAR,Full-time,Petrochemicals,https://careers.sabic.com/job/318
319,Mobile Developer — iOS,Tahaluf,Dammam,Build new iOS features aligned with product roadmap. Collaborate with backend teams on API design.,"Swift, REST APIs, SwiftUI, Xcode, Core Data",3-5,14000-22000 SAR,Full-time,Events Tech,https://careers.tahaluf.ae/job/319
